Source,Destination,Distance(M)
City_73,City_108,9125102
City_73,City_11,788471
City_73,City_118,15554139
City_73,City_122,7288518
City_73,City_128,4684594
City_73,City_137,7577146
City_73,City_138,11238545
City_73,City_141,9036854
City_73,City_142,8813512
City_73,City_143,6042589
City_73,City_150,8701807
City_73,City_152,8397325
City_73,City_158,7233713
City_73,City_17,3499334
City_73,City_23,11588103
City_73,City_24,10653501
City_73,City_29,12170963
City_73,City_31,11863347
City_73,City_35,7771603
City_73,City_38,8183214
City_73,City_47,1407333
City_73,City_51,1495662
City_73,City_53,3849992
City_73,City_62,4634871
City_73,City_63,5642577
City_73,City_66,7527221
City_73,City_72,629615
City_73,City_75,920373
City_73,City_79,1967672
City_73,City_84,8233595
City_73,City_85,8130794
City_73,City_92,7234921
City_73,City_98,7716380
City_73,City_99,8462835
City_74,City_1,1078011
City_74,City_101,8942168
City_74,City_105,10936216
City_74,City_107,11454496
City_74,City_109,11348506
City_74,City_110,13123877
City_74,City_112,12753936
City_74,City_113,10870607
City_74,City_114,18182208
City_74,City_12,1036681
City_74,City_125,7369113
City_74,City_131,2487387
City_74,City_132,4371193
City_74,City_134,1976350
City_74,City_135,3691861
City_74,City_14,4545928
City_74,City_144,6820939
City_74,City_15,4300323
City_74,City_151,8902542
City_74,City_153,7101223
City_74,City_154,8112138
City_74,City_155,7965781
City_74,City_156,8061995
City_74,City_16,4573972
City_74,City_26,11434302
City_74,City_28,9374849
City_74,City_3,901873
City_74,City_30,11513447
City_74,City_32,11106846
City_74,City_33,8100427
City_74,City_37,8573956
City_74,City_42,9948127
City_74,City_43,2112097
City_74,City_44,1726502
City_74,City_45,1859312
City_74,City_49,1068900
City_74,City_5,1258636
City_74,City_50,2108773
City_74,City_52,1445888
City_74,City_54,2633243
City_74,City_57,3579394
City_74,City_58,1952567
City_74,City_61,1647772
City_74,City_7,821127
City_74,City_71,323404
City_74,City_73,466781
City_74,City_81,1191109
City_74,City_82,1081726
City_74,City_83,9506188
City_74,City_86,7493020
City_74,City_87,7889907
City_74,City_9,1021622
City_74,City_91,7658284
City_74,City_93,8175352
City_74,City_94,8019715
City_74,City_95,7680617
City_75,City_1,1104435
City_75,City_10,357765
City_75,City_100,9284456
City_75,City_101,9343323
City_75,City_102,11880627
City_75,City_104,10708686
City_75,City_105,10977427
City_75,City_106,9427597
City_75,City_107,11566541
City_75,City_108,9142278
City_75,City_109,11496321
City_75,City_11,141062
City_75,City_110,13013504
City_75,City_112,12623132
City_75,City_113,10732153
City_75,City_118,15825290
City_75,City_12,1086353
City_75,City_125,7831598
City_75,City_13,5031451
City_75,City_131,2187669
City_75,City_132,4233743
City_75,City_134,2051855
City_75,City_135,3701419
City_75,City_138,11648933
City_75,City_14,4884880
City_75,City_143,6938499
City_75,City_144,7231898
City_75,City_15,4628056
City_75,City_151,9338155
City_75,City_153,7507590
City_75,City_154,8550483
City_75,City_155,8420273
City_75,City_156,8510647
City_75,City_157,7687381
City_75,City_16,4962107
City_75,City_17,4284834
City_75,City_18,4570980
City_75,City_23,12005005
City_75,City_24,10534917
City_75,City_26,11494736
City_75,City_28,9303030
City_75,City_29,12434327
City_75,City_3,1209713
City_75,City_30,11601333
City_75,City_31,11963825
City_75,City_32,10997062
City_75,City_33,8522894
City_75,City_35,8648091
City_75,City_37,9002125
City_75,City_38,9056701
City_75,City_39,9390156
City_75,City_40,9465904
City_75,City_42,10378176
City_75,City_43,1808401
City_75,City_44,1416011
City_75,City_45,1554558
City_75,City_49,969149
City_75,City_5,1679406
City_75,City_50,1800462
City_75,City_51,814622
City_75,City_52,1143611
City_75,City_53,3682735
City_75,City_54,2806204
City_75,City_57,3634324
City_75,City_58,1698782
City_75,City_61,1853842
City_75,City_63,6465308
City_75,City_66,8428631
City_75,City_7,1285954
City_75,City_71,183657
City_75,City_72,697720
City_75,City_73,920373
City_75,City_81,961521
City_75,City_82,966203
City_75,City_83,9942952
City_75,City_84,9109799
City_75,City_85,9003261
City_75,City_86,7896889
City_75,City_87,8293399
City_75,City_88,8382654
City_75,City_9,1413824
City_75,City_90,9132108
City_75,City_91,8089180
City_75,City_93,8606003
City_75,City_94,8461377
City_75,City_95,8133838
City_75,City_99,9328427
City_76,City_1,1171466
City_76,City_101,9127954
City_76,City_105,10859490
City_76,City_107,11422622
City_76,City_109,11339997
City_76,City_110,12961321
City_76,City_112,12580143
City_76,City_113,10691524
City_76,City_114,18456055
City_76,City_12,1142866
City_76,City_125,7631426
City_76,City_131,2383212
City_76,City_132,4382960
City_76,City_134,2109352
City_76,City_135,3793351
City_76,City_14,4814771
City_76,City_144,7016401
City_76,City_15,4564670
City_76,City_151,9124578
City_76,City_153,7292084
City_76,City_154,8337487
City_76,City_155,8212984
City_76,City_156,8300601
City_76,City_16,4859289
City_76,City_26,11369745
City_76,City_28,9230935
City_76,City_3,999429
City_76,City_30,11466156
City_76,City_32,10943187
City_76,City_33,8307817
City_76,City_37,8787529
City_76,City_42,10163723
City_76,City_43,1847416
City_76,City_44,1457615
City_76,City_45,1593130
City_76,City_49,884620
City_76,City_5,1549792
City_76,City_50,1842424
City_76,City_52,1177826
City_76,City_54,2822491
City_76,City_57,3706885
City_76,City_58,1879517
City_76,City_61,1849280
City_76,City_7,1107096
City_76,City_71,33618
City_76,City_73,720025
City_76,City_81,947374
City_76,City_82,889404
City_76,City_83,9729539
City_76,City_86,7681421
City_76,City_87,8077946
City_76,City_9,1303686
City_76,City_91,7874966
City_76,City_93,8391724
City_76,City_94,8249150
City_76,City_95,7925886
City_77,City_1,747428
City_77,City_101,9797282
City_77,City_105,11513647
City_77,City_107,12123459
City_77,City_109,12059109
City_77,City_110,13455188
City_77,City_112,13049968
City_77,City_113,11160313
City_77,City_114,18749977
City_77,City_12,759938
City_77,City_125,8117264
City_77,City_131,1641320
City_77,City_132,3675542
City_77,City_134,1646847
City_77,City_135,3208842
City_77,City_14,4726934
City_77,City_144,7672380
City_77,City_15,4455099
City_77,City_151,9728683
City_77,City_153,7954882
City_77,City_154,8935133
City_77,City_155,8751741
City_77,City_156,8864682
City_77,City_16,4895131
City_77,City_26,12037284
City_77,City_28,9784752
City_77,City_3,1731094
City_77,City_30,12152306
City_77,City_32,11447052
City_77,City_33,8942584
City_77,City_37,9409962
City_77,City_42,10780519
City_77,City_43,2157038
City_77,City_44,1778589
City_77,City_45,1915291
City_77,City_49,1507262
City_77,City_5,1780543
City_77,City_50,2143675
City_77,City_52,1537227
City_77,City_54,2469928
City_77,City_57,3173787
City_77,City_58,1135780
City_77,City_61,1602961
City_77,City_7,1570970
City_77,City_71,722094
City_77,City_73,1311220
City_77,City_81,1435737
City_77,City_82,1499025
City_77,City_83,10329851
City_77,City_86,8347617
City_77,City_87,8744483
City_77,City_9,1481433
City_77,City_91,8492122
City_77,City_93,9008910
City_77,City_94,8837218
City_77,City_95,8471340
City_78,City_1,698487
City_78,City_107,12202759
City_78,City_109,12137384
City_78,City_12,716331
City_78,City_131,1575187
City_78,City_132,3596312
City_78,City_134,1581479
City_78,City_135,3131875
City_78,City_15,4414096
City_78,City_16,4867639
City_78,City_28,9861804
City_78,City_3,1796986
City_78,City_30,12231984
City_78,City_32,11521437
City_78,City_43,2226748
City_78,City_44,1850322
City_78,City_45,1986515
City_78,City_49,1587024
City_78,City_5,1786337
City_78,City_50,2212981
City_78,City_52,1611733
City_78,City_54,2411178
City_78,City_57,3099753
City_78,City_58,1062210
City_78,City_61,1559577
City_78,City_7,1604106
City_78,City_71,795236
City_78,City_73,1360879
City_78,City_81,1514411
City_78,City_82,1578833
City_78,City_9,1485548
City_79,City_1,2457643
City_79,City_10,1548707
City_79,City_100,9388640
City_79,City_101,9467030
City_79,City_102,11040460
City_79,City_104,9382673
City_79,City_105,9901906
City_79,City_106,8167027
City_79,City_107,10626202
City_79,City_108,7913814
City_79,City_109,10640881
City_79,City_11,1491963
City_79,City_110,11701817
City_79,City_112,11294776
City_79,City_113,9405509
City_79,City_118,14669009
City_79,City_12,2450333
City_79,City_125,8524862
City_79,City_13,6320040
City_79,City_131,2943469
City_79,City_132,5226357
City_79,City_134,3393230
City_79,City_135,4942771
City_79,City_138,13038247
City_79,City_14,6243155
City_79,City_143,7319894
City_79,City_144,7475407
City_79,City_15,5994438
City_79,City_151,9692961
City_79,City_153,7715058
City_79,City_154,8947349
City_79,City_155,8978555
City_79,City_156,9002280
City_79,City_157,7961536
City_79,City_16,6261164
City_79,City_17,5461434
City_79,City_18,5901750
City_79,City_23,11114074
City_79,City_24,9212227
City_79,City_26,10448060
City_79,City_28,8062357
City_79,City_29,11360178
City_79,City_3,1756071
City_79,City_30,10608239
City_79,City_31,10758409
City_79,City_32,9697739
City_79,City_33,8802169
City_79,City_35,8876096
City_79,City_37,9308693
City_79,City_38,9258891
City_79,City_39,9620423
City_79,City_40,9776163
City_79,City_42,10663255
City_79,City_43,419390
City_79,City_44,28044
City_79,City_45,165261
City_79,City_49,822332
City_79,City_5,2938845
City_79,City_50,412860
City_79,City_51,1973205
City_79,City_52,252706
City_79,City_53,4930058
City_79,City_54,4183983
City_79,City_57,4925652
City_79,City_58,2648965
City_79,City_61,3242588
City_79,City_63,7575597
City_79,City_66,9284523
City_79,City_7,2399043
City_79,City_71,1412299
City_79,City_72,1350347
City_79,City_73,1967672
City_79,City_81,543376
City_79,City_82,788306
City_79,City_83,10292059
City_79,City_84,9323229
City_79,City_85,9202287
City_79,City_86,8077842
City_79,City_87,8460408
City_79,City_88,8594045
City_79,City_9,2719114
City_79,City_90,9456487
City_79,City_91,8439960
City_79,City_93,8941183
City_79,City_94,8888658
City_79,City_95,8683576
City_79,City_99,9487468
City_8,City_1,1867524
City_8,City_10,798546
City_8,City_102,10916261
City_8,City_104,10258036
City_8,City_12,1819970
City_8,City_126,4924233
City_8,City_127,3039477
City_8,City_13,4786765
City_8,City_131,3271280
City_8,City_132,5177680
City_8,City_133,3204260
City_8,City_134,2710393
City_8,City_135,4440506
City_8,City_16,4743240
City_8,City_18,4445912
City_8,City_19,3288041
City_8,City_20,4652104
City_8,City_32,10482946
City_8,City_4,1816952
City_8,City_43,2014579
City_8,City_44,1696909
City_8,City_49,849762
City_8,City_5,1526850
City_8,City_55,3316390
City_8,City_57,4297812
City_8,City_58,2751987
City_8,City_61,2284500
City_8,City_71,922660
City_8,City_73,580990
City_8,City_82,883151
City_80,City_1,2015417
City_80,City_101,9385391
City_80,City_105,10231811
City_80,City_107,10910055
City_80,City_109,10895235
City_80,City_110,12121478
City_80,City_112,11720780
City_80,City_113,9829830
City_80,City_114,18861941
City_80,City_12,2004964
City_80,City_125,8257198
City_80,City_131,2672108
City_80,City_132,4908956
City_80,City_134,2957306
City_80,City_135,4543545
City_80,City_14,5788334
City_80,City_144,7343804
City_80,City_15,5538296
City_80,City_151,9537363
City_80,City_153,7596513
City_80,City_154,8774596
City_80,City_155,8754805
City_80,City_156,8799657
City_80,City_16,5818299
City_80,City_26,10768900
City_80,City_28,8451011
City_80,City_3,1428494
City_80,City_30,10910541
City_80,City_32,10111117
City_80,City_33,8666434
City_80,City_37,9166746
City_80,City_42,10535053
City_80,City_43,876985
City_80,City_44,485113
City_80,City_45,622440
City_80,City_49,544589
City_80,City_5,2496902
City_80,City_50,870587
City_80,City_52,209814
City_80,City_54,3735436
City_80,City_57,4509622
City_80,City_58,2315008
City_80,City_61,2787735
City_80,City_7,1977338
City_80,City_71,955300
City_80,City_73,1546985
City_80,City_81,238503
City_80,City_82,510043
City_80,City_83,10141225
City_80,City_86,7969991
City_80,City_87,8359232
City_80,City_9,2269019
City_80,City_91,8279357
City_80,City_93,8788162
City_80,City_94,8705918
City_80,City_95,8461166
City_81,City_106,8474900
City_81,City_108,8197296
City_81,City_118,14917631
City_81,City_122,8650977
City_81,City_128,6048972
City_81,City_137,8805799
City_81,City_138,12567778
City_81,City_141,10455153
City_81,City_142,10236511
City_81,City_143,6912266
City_81,City_150,9574439
City_81,City_152,9287029
City_81,City_158,8027977
City_81,City_17,4918316
City_81,City_23,11207853
City_81,City_24,9573567
City_81,City_29,11551559
City_81,City_31,11029137
City_81,City_35,8520649
City_81,City_38,8913262
City_81,City_47,45266
City_81,City_51,1679591
City_81,City_53,4623584
City_81,City_62,5945533
City_81,City_63,7034033
City_81,City_66,8776277
City_81,City_72,807084
City_81,City_75,961521
City_81,City_79,543376
City_81,City_84,8974474
City_81,City_85,8857346
City_81,City_92,8033129
City_81,City_98,8819356
City_81,City_99,9156434
City_82,City_106,8473798
City_82,City_108,8182052
City_82,City_11,1003187
City_82,City_118,14861267
City_82,City_122,8399477
City_82,City_128,5905379
City_82,City_137,8532909
City_82,City_138,12447437
City_82,City_141,10272365
City_82,City_142,10046624
City_82,City_143,6633951
City_82,City_150,9297581
City_82,City_152,9009393
City_82,City_158,7753336
City_82,City_17,4698189
City_82,City_23,11083722
City_82,City_24,9604553
City_82,City_29,11475305
City_82,City_31,10998844
City_82,City_35,8248798
City_82,City_38,8642932
City_82,City_47,295646
City_82,City_51,1750465
City_82,City_53,4647366
City_82,City_62,5826602
City_82,City_63,6794175
City_82,City_66,8505317
City_82,City_72,607384
City_82,City_75,966203
City_82,City_79,788306
City_82,City_84,8703567
City_82,City_85,8587165
City_82,City_92,7758310
City_82,City_98,8539976
City_82,City_99,8888693
City_83,City_106,8911955
City_83,City_108,8605429
City_83,City_118,8515332
City_83,City_122,4104302
City_83,City_128,7955423
City_83,City_137,2716672
City_83,City_138,8458237
City_83,City_141,6549391
City_83,City_142,6318779
City_83,City_143,3009789
City_83,City_150,337875
City_83,City_152,645594
City_83,City_158,1892254
City_83,City_17,6754984
City_83,City_23,6166115
City_83,City_24,9653994
City_83,City_29,7353029
City_83,City_31,8334831
City_83,City_35,1475925
City_83,City_38,1184878
City_83,City_47,9926796
City_83,City_51,10467510
City_83,City_53,10875525
City_83,City_62,8472904
City_83,City_63,5163490
City_83,City_66,2892415
City_83,City_72,9353080
City_83,City_75,9942952
City_83,City_79,10292059
City_83,City_84,1106710
City_83,City_85,1238474
City_83,City_92,1884938
City_83,City_98,1877624
City_83,City_99,1139119
City_84,City_1,9341946
City_84,City_10,8760054
City_84,City_100,516373
City_84,City_101,454415
City_84,City_102,5570998
City_84,City_104,9077391
City_84,City_105,6731150
City_84,City_107,6009353
City_84,City_109,5520210
City_84,City_11,8996836
City_84,City_110,9234053
City_84,City_112,9392752
City_84,City_113,9089976
City_84,City_114,9691516
City_84,City_118,8797788
City_84,City_12,9280589
City_84,City_125,2522560
City_84,City_13,6876108
City_84,City_131,11055085
City_84,City_132,11909245
City_84,City_134,9548362
City_84,City_135,10584992
City_84,City_14,7719409
City_84,City_143,2231493
City_84,City_144,1879445
City_84,City_15,7895902
City_84,City_151,725683
City_84,City_153,1615462
City_84,City_154,974200
City_84,City_155,1712504
City_84,City_156,1386196
City_84,City_157,1427370
City_84,City_16,6990534
City_84,City_17,6390108
City_84,City_18,7407760
City_84,City_23,5876923
City_84,City_26,6643344
City_84,City_28,7911175
City_84,City_29,7075971
City_84,City_3,7931930
City_84,City_30,6330980
City_84,City_31,7934074
City_84,City_32,8746255
City_84,City_33,634324
City_84,City_34,619637
City_84,City_37,436408
City_84,City_39,300752
City_84,City_40,607449
City_84,City_42,1353617
City_84,City_43,9412176
City_84,City_44,9336218
City_84,City_45,9348421
City_84,City_49,8670098
City_84,City_5,8026403
City_84,City_50,9434862
City_84,City_52,9229727
City_84,City_54,9236489
City_84,City_57,10240840
City_84,City_58,10484072
City_84,City_61,8960187
City_84,City_7,7999775
City_84,City_71,8926716
City_84,City_73,8233595
City_84,City_81,8974474
City_84,City_82,8703567
City_84,City_83,1106710
City_84,City_85,132251
City_84,City_86,1245421
City_84,City_87,870743
City_84,City_88,732621
City_84,City_9,8299488
City_84,City_90,521968
City_84,City_91,1147011
City_84,City_93,718311
City_84,City_94,1135588
City_84,City_95,1778651
City_84,City_96,922232
City_84,City_99,316103
City_85,City_106,8040099
City_85,City_108,7696191
City_85,City_122,4512388
City_85,City_128,7873150
City_85,City_137,3105422
City_85,City_138,9489710
City_85,City_141,7335777
City_85,City_142,7072855
City_85,City_150,1009253
City_85,City_152,933919
City_85,City_158,931979
City_85,City_24,8939709
City_85,City_35,367559
City_85,City_38,57229
City_85,City_47,8880640
City_85,City_51,9606111
City_85,City_53,10491676
City_85,City_62,8379080
City_85,City_63,5159161
City_85,City_66,3282078
City_85,City_72,8371860
City_85,City_75,9003261
City_85,City_79,9202287
City_85,City_84,132251
City_85,City_92,936610
City_85,City_98,2163085
City_86,City_106,7819631
City_86,City_108,7436961
City_86,City_118,9678327
City_86,City_122,4528956
City_86,City_128,7294254
City_86,City_137,3251254
City_86,City_138,9988976
City_86,City_141,7588019
City_86,City_142,7298945
City_86,City_143,1227064
City_86,City_150,1981498
City_86,City_152,1769877
City_86,City_158,535623
City_86,City_17,5555395
City_86,City_23,6319953
City_86,City_24,8880344
City_86,City_29,7480326
City_86,City_31,8164338
City_86,City_35,807696
City_86,City_38,1181572
City_86,City_47,7756071
City_86,City_51,8521431
City_86,City_53,9637324
City_86,City_62,7776438
City_86,City_63,4757539
City_86,City_66,3404474
City_86,City_72,7257017
City_86,City_75,7896889
City_86,City_79,8077842
City_86,City_84,1245421
City_86,City_85,1125284
City_86,City_92,554560
City_86,City_98,2407574
City_86,City_99,1432778
City_87,City_106,7798190
City_87,City_108,7428171
City_87,City_118,9330084
City_87,City_122,4588332
City_87,City_128,7565068
City_87,City_137,3250593
City_87,City_138,9898756
City_87,City_141,7581308
City_87,City_142,7300449
City_87,City_143,1569435
City_87,City_150,1667358
City_87,City_152,1493944
City_87,City_158,539039
City_87,City_17,5883186
City_87,City_23,6067385
City_87,City_24,8805540
City_87,City_29,7243181
City_87,City_31,7978656
City_87,City_35,475744
City_87,City_38,801766
City_87,City_47,8145538
City_87,City_51,8917991
City_87,City_53,9990021
City_87,City_62,8055733
City_87,City_63,4961421
City_87,City_66,3414382
City_87,City_72,7652298
City_87,City_75,8293399
City_87,City_79,8460408
City_87,City_84,870743
City_87,City_85,744642
City_87,City_92,557370
City_87,City_98,2354311
City_87,City_99,1037958
City_88,City_106,8009660
City_88,City_108,7642519
City_88,City_118,9364506
City_88,City_122,4393040
City_88,City_128,7465268
City_88,City_137,3041564
City_88,City_138,9671581
City_88,City_141,7366316
City_88,City_142,7087310
City_88,City_143,1560417
City_88,City_150,1469584
City_88,City_152,1279187
City_88,City_158,400414
City_88,City_17,5833364
City_88,City_23,6188179
City_88,City_24,9002498
City_88,City_29,7371652
City_88,City_31,8133760
City_88,City_35,285574
City_88,City_38,674809
City_88,City_47,8264977
City_88,City_51,8988864
City_88,City_53,9961829
City_88,City_62,7961342
City_88,City_63,4825388
City_88,City_66,3207587
City_88,City_72,7751409
City_88,City_75,8382654
City_88,City_79,8594045
City_88,City_84,732621
City_88,City_85,620718
City_88,City_92,414386
City_88,City_98,2136431
City_88,City_99,955561
City_89,City_106,7553798
City_89,City_108,7181441
City_89,City_118,9265978
City_89,City_138,10153798
City_89,City_143,1643215
City_89,City_17,5971585
City_89,City_23,5914927
City_89,City_24,8573796
City_89,City_29,7081042
City_89,City_31,7788249
City_89,City_35,706239
City_89,City_36,1097867
City_89,City_38,969594
City_89,City_51,8866981
City_89,City_53,10048330
City_89,City_63,5139452
City_89,City_66,3657080
City_89,City_69,3951323
City_89,City_72,7570358
City_89,City_84,1044839
City_89,City_85,913147
City_89,City_99,1153753
City_9,City_106,10295627
City_9,City_108,9959786
City_9,City_118,16217149
City_9,City_122,6765179
City_9,City_128,3850807
City_9,City_137,7230508
City_9,City_138,10393292
City_9,City_141,8265809
City_9,City_142,8057008
City_9,City_143,6069701
City_9,City_150,8658678
City_9,City_152,8347598
City_9,City_158,7285228
City_9,City_17,2890421
City_9,City_23,12214811
City_9,City_24,11510395
City_9,City_29,12889892
City_9,City_31,12660300
City_9,City_35,7842762
City_9,City_38,8258060
City_9,City_47,2173400
City_9,City_51,1535233
City_9,City_53,3139417
City_9,City_62,3778036
City_9,City_63,5082733
City_9,City_66,7157759
City_9,City_72,1457814
City_9,City_75,1413824
City_9,City_79,2719114
City_9,City_84,8299488
City_9,City_85,8209385
City_9,City_92,7283451
City_9,City_98,7497420
City_9,City_99,8556803
City_90,City_106,8645528
City_90,City_108,8304977
City_90,City_118,9066350
City_90,City_122,3975017
City_90,City_128,7525973
City_90,City_137,2556634
City_90,City_138,8878328
City_90,City_141,6735119
City_90,City_142,6476084
City_90,City_143,2193673
City_90,City_150,516929
City_90,City_152,331873
City_90,City_158,1056451
City_90,City_17,6139575
City_90,City_23,6323748
City_90,City_24,9522550
City_90,City_29,7524060
City_90,City_31,8412575
City_90,City_35,697033
City_90,City_38,583987
City_90,City_47,9095026
City_90,City_51,9680040
City_90,City_53,10293780
City_90,City_62,8039254
City_90,City_63,4762902
City_90,City_66,2735817
City_90,City_72,8531842
City_90,City_75,9132108
City_90,City_79,9456487
City_90,City_84,521968
City_90,City_85,612926
City_90,City_92,1048932
City_90,City_98,1617234
City_90,City_99,776234
City_91,City_106,8607727
City_91,City_108,8230374
City_91,City_118,9938580
City_91,City_122,3758103
City_91,City_128,6816599
City_91,City_137,2448087
City_91,City_138,9179792
City_91,City_141,6786650
City_91,City_142,6500179
City_91,City_143,1150700
City_91,City_150,1528459
City_91,City_152,1243130
City_91,City_158,303103
City_91,City_17,5249061
City_91,City_23,6854204
City_91,City_24,9636879
City_91,City_29,8040231
City_91,City_31,8804685
City_91,City_35,751773
City_91,City_38,1128034
City_91,City_47,8065040
City_91,City_51,8640926
City_91,City_53,9399358
City_91,City_62,7317030
City_91,City_63,4156101
City_91,City_66,2605251
City_91,City_72,7491285
City_91,City_75,8089180
City_91,City_79,8439960
City_91,City_84,1147011
City_91,City_85,1093206
City_91,City_92,283537
City_91,City_98,1598044
City_91,City_99,1448514
City_92,City_1,8326705
City_92,City_10,7768180
City_92,City_100,1366417
City_92,City_101,1371613
City_92,City_102,6299267
City_92,City_104,9448658
City_92,City_105,7242311
City_92,City_106,8326684
City_92,City_107,6656703
City_92,City_108,7950619
City_92,City_109,6191185
City_92,City_11,8004482
City_92,City_110,9917084
City_92,City_112,10021841
City_92,City_113,9464342
City_92,City_114,10653810
City_92,City_118,9757804
City_92,City_12,8265414
City_92,City_125,1922344
City_92,City_13,6006522
City_92,City_131,10040632
City_92,City_132,10928470
City_92,City_134,8535051
City_92,City_135,9614047
City_92,City_138,9438963
City_92,City_14,6851566
City_92,City_143,1214442
City_92,City_144,938011
City_92,City_15,7007132
City_92,City_151,1295396
City_92,City_153,748697
City_92,City_154,698007
City_92,City_155,1340105
City_92,City_156,1068140
City_92,City_157,447568
City_92,City_16,6116872
City_92,City_17,5434557
City_92,City_18,6506874
City_92,City_23,6600869
City_92,City_24,9353342
City_92,City_26,7240178
City_92,City_28,8100658
City_92,City_29,7782712
City_92,City_3,6955609
City_92,City_30,6962853
City_92,City_31,8532902
City_92,City_32,9172691
City_92,City_33,402407
City_92,City_35,570817
City_92,City_37,899912
City_92,City_38,981005
City_92,City_39,1276282
City_92,City_40,1368068
City_92,City_42,2269240
City_92,City_43,8528584
City_92,City_44,8423624
City_92,City_45,8445930
City_92,City_49,7724139
City_92,City_5,7009590
City_92,City_50,8550203
City_92,City_51,8698879
City_92,City_52,8299536
City_92,City_53,9572700
City_92,City_54,8243024
City_92,City_57,9273186
City_92,City_58,9469701
City_92,City_61,7945137
City_92,City_63,4415821
City_92,City_66,2884876
City_92,City_7,6991238
City_92,City_71,7938106
City_92,City_72,7506308
City_92,City_73,7234921
City_92,City_81,8033129
City_92,City_82,7758310
City_92,City_83,1884938
City_92,City_84,1017120
City_92,City_85,936610
City_92,City_86,554560
City_92,City_87,557370
City_92,City_88,414386
City_92,City_9,7283451
City_92,City_90,1048932
City_92,City_91,283537
City_92,City_93,555066
City_92,City_94,762637
City_92,City_95,1226898
City_92,City_99,1293277
City_93,City_106,8610841
City_93,City_108,8250492
City_93,City_118,9499765
City_93,City_122,3846703
City_93,City_128,7170715
City_93,City_137,2461141
City_93,City_138,9037791
City_93,City_141,6760081
City_93,City_142,6485962
City_93,City_143,1667651
City_93,City_150,1021605
City_93,City_152,754088
City_93,City_158,566854
City_93,City_17,5691462
City_93,City_23,6572452
City_93,City_24,9567934
City_93,City_29,7769022
City_93,City_31,8596118
City_93,City_35,493586
City_93,City_38,725999
City_93,City_47,8573719
City_93,City_51,9156883
City_93,City_53,9848149
City_93,City_62,7678612
City_93,City_63,4448894
City_93,City_66,2633114
City_93,City_72,8006267
City_93,City_75,8606003
City_93,City_79,8941183
City_93,City_84,718311
City_93,City_85,710521
City_93,City_92,555066
City_93,City_98,1533285
City_93,City_99,1034358
City_94,City_106,9021074
City_94,City_108,8654804
City_94,City_118,9854670
City_94,City_122,3409161
City_94,City_128,6764084
City_94,City_137,2034755
City_94,City_138,8684888
City_94,City_141,6354013
City_94,City_142,6075462
City_94,City_143,1569145
City_94,City_150,1163067
City_94,City_152,851912
City_94,City_158,781508
City_94,City_17,5350710
City_94,City_23,7007558
City_94,City_24,9997679
City_94,City_29,8205272
City_94,City_31,9038228
City_94,City_35,927858
City_94,City_38,1154299
City_94,City_47,8492473
City_94,City_51,8971734
City_94,City_53,9504656
City_94,City_62,7274794
City_94,City_63,4024194
City_94,City_66,2203887
City_94,City_72,7887630
City_94,City_75,8461377
City_94,City_79,8888658
City_94,City_84,1135588
City_94,City_85,1144835
City_94,City_92,762637
City_94,City_98,1124492
City_94,City_99,1449237
City_95,City_106,9552878
City_95,City_108,9174999
City_95,City_118,10442612
City_95,City_122,2819829
City_95,City_128,6133107
City_95,City_137,1507993
City_95,City_138,8275265
City_95,City_141,5844874
City_95,City_142,5556863
City_95,City_143,1499570
City_95,City_150,1662483
City_95,City_152,1360108
City_95,City_158,1246771
City_95,City_17,4790320
City_95,City_23,7650528
City_95,City_24,10574144
City_95,City_29,8847822
City_95,City_31,9670911
City_95,City_35,1546714
City_95,City_38,1797723
City_95,City_47,8250804
City_95,City_51,8587509
City_95,City_53,8929536
City_95,City_62,6645653
City_95,City_63,3382856
City_95,City_66,1661651
City_95,City_72,7599537
City_95,City_75,8133838
City_95,City_79,8683576
City_95,City_84,1778651
City_95,City_85,1787336
City_95,City_92,1226898
City_95,City_98,743376
City_95,City_99,2091401
City_96,City_100,1427059
City_96,City_101,1375940
City_96,City_105,7602776
City_96,City_107,6916989
City_96,City_109,6431594
City_96,City_110,10151408
City_96,City_112,10301504
City_96,City_113,9914815
City_96,City_114,10138890
City_96,City_125,1601252
City_96,City_144,1584256
City_96,City_151,748771
City_96,City_154,54818
City_96,City_155,817356
City_96,City_156,489826
City_96,City_157,1101581
City_96,City_26,7540445
City_96,City_28,8639799
City_96,City_30,7235880
City_96,City_32,9591903
City_96,City_33,523545
City_96,City_37,533450
City_96,City_42,1809557
City_96,City_83,1349827
City_96,City_87,1096175
City_96,City_91,555517
City_96,City_93,250869
City_96,City_94,214044
City_96,City_95,856418
City_97,City_100,1723086
City_97,City_105,6681692
City_97,City_118,7518573
City_97,City_143,3905892
City_97,City_157,3150595
City_97,City_23,5422031
City_97,City_26,6422447
City_97,City_29,6577844
City_97,City_31,7623988
City_97,City_85,1863276
City_97,City_99,1584987
City_98,City_1,8517531
City_98,City_10,8281249
City_98,City_100,2625488
City_98,City_101,2550131
City_98,City_102,7619749
City_98,City_104,11173076
City_98,City_105,8841806
City_98,City_106,10142080
City_98,City_107,8096548
City_98,City_108,9778130
City_98,City_109,7600897
City_98,City_11,8502362
City_98,City_110,11280968
City_98,City_112,11469702
City_98,City_113,11186500
City_98,City_114,10027049
City_98,City_118,10364865
City_98,City_12,8461023
City_98,City_125,818408
City_98,City_13,5170487
City_98,City_131,10176719
